"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"y"
11,52;2,01;2,35;-8,5;-2,08;3,6;25,19;-3,93;1,77;14,84;-20,44;-22,05;-2,95;-8,47;1,26;10,91;12,1;6,55;20,42;32,39;0,74;-0,64;-20,57;-4,85;-4,54;-10,36;4,16;-23,58;3,05;-11,85;12,14;1,3;-4,96;3,93;-4,86;0,4;6,87;0,17;-10,82;-24,23;-8,98;17,03;-1,18;-5,26;-11,75;13,64;1,38;5,62;4,21;6,05;0,57
15,8;4,25;-1,07;-17,41;0,82;1,75;28,5;-2,61;14,62;12,42;-25,39;-31,1;-3,5;-6,92;0,79;-4,16;6,46;14,83;26,29;30,64;4,4;0,49;-11,22;-9,23;-12,21;-3,18;2,72;-35,99;-0,43;-4,62;6,84;-2,28;-1,53;1,12;-1,74;0,7;14,55;-11,53;-5,64;-8,36;0,6;4,39;-6,5;-1,03;-5,49;7,14;11,95;6,36;3,37;5,8;0,98
10,63;1,69;1,95;3,54;-4,54;-3,37;11,79;-1,07;-6,27;-3,28;-19,47;-8,2;-6,89;2,89;-2,33;-3,64;-0,97;4,74;7,36;20,39;4,57;1,29;-12,44;-0,86;12,03;-3,21;0,84;-11,97;0,43;8,71;5,61;0,75;3,66;-2,73;6,98;2,33;-0,81;-0,33;-4,57;7,18;2,37;-9,02;7,63;6,11;10,79;5,94;-7,12;1,72;-2,77;3,52;2,42
1,4;1,27;3,98;-3,08;3,33;-1,57;10,44;-3,65;-0,24;19,96;3,22;-12,32;0,85;-3,13;0,29;-5,53;6,55;-1,12;2,55;8,38;10,36;-2,38;-7,8;-12,86;-5,09;-15,47;2,41;-7,96;5,42;-4,21;33,13;-1,5;-7,66;-2,25;0,59;8,17;5,69;4,83;-16,3;-12,41;2,07;10,34;8,7;0,37;-6,81;13,57;-10,36;7,25;-0,55;5,49;2,41
7,77;-5,19;4,61;0,3;2,94;-9,26;14,22;-6,87;3,72;5,88;-4,46;-10,82;2,44;-1,03;-1,49;2,3;7,82;3,33;3,69;7,79;4,14;-3,43;-2,47;-10,48;1,77;-10,19;3,57;-4,81;1,54;3,89;15,72;1,72;-2,25;-0,65;-3,82;4,81;5,51;-3,84;-10,2;-9,33;3,8;2,82;-2,7;3,27;-6,37;9,84;1,5;0,15;0,74;4,35;1,34
1,39;3;-2,06;1,87;-4,64;1,82;5,55;-0,16;-8,43;2,57;-5,3;4,76;-0,64;4,43;-2,02;2,21;5,98;3,64;4,66;8,34;0,93;1,9;-0,62;-1,32;-1,94;-8,1;-2,97;1,71;-7,2;2,3;3,09;5,73;-2,24;1,16;-1,43;0,82;4,41;2,4;10,68;-12,43;0,25;1,53;14,08;-4,8;-3,47;6,16;-11,66;3,33;-0,25;-7,2;1,39
10,78;1,26;1,27;-11,62;-3,48;6,32;31,75;-0,72;16,16;2,84;-30,68;-33,26;-1,1;-15,77;-7,35;1,25;0,78;7,52;29,37;39,75;7,6;-4,98;-17,07;-4,19;-5,59;-8,98;0,46;-31,09;-3,18;8,72;15,28;5,13;3,05;-1,56;6,44;2,9;12,22;-10,69;-8,18;-3,27;-1,8;-10,55;3,41;0,41;-0,35;6,92;-2,45;-0,19;-2,98;2,57;0,08
2,25;3,02;1,35;0,25;-1,88;-9,87;7,61;2,57;12,72;5,82;-0,79;-9,95;3,47;-3,48;-0,61;-4,35;5,24;4,55;2,91;-1,14;9,89;-0,75;6,41;-7,79;5,75;-5,92;4,89;-2,3;3,15;-0,02;19,29;5,41;5,12;1,09;1,12;3,61;8,81;-12,14;-13,84;-2,62;0,74;-0,01;3,11;5,49;1;6,82;0,25;0,71;-0,98;7,49;4,81
4,87;-2,43;10,8;-1,26;1,96;-3,12;13,94;-0,23;-0,79;-3,24;0,71;-3,16;-0,23;-1,61;0,86;-4,29;-2,49;2,36;3,05;10,12;7,19;-1,45;-6,24;-8,21;-0,32;2,01;4,56;-3,81;8,39;8,62;21,9;7,72;11,58;2,8;2,2;6,89;2,93;2,72;-18,84;4,9;-1,99;-6,87;3,42;5,82;4,42;0,33;-3,07;-3,43;-0,94;9,38;5,78
9,23;7,48;-4,54;1,8;-3,83;-4,95;15,26;1,37;5,27;3,47;-10,24;-22,1;4,02;-5,69;-2,82;-0,74;3,46;1,36;4,4;17,98;0,96;4,12;-10,21;1,56;1,7;-9,71;-1,05;-14,46;-5,05;-1,12;-4,91;13,07;1,77;-0,89;0,92;-0,93;6,91;-7,79;3,72;-7,6;-0,43;-1,41;2,89;-3,19;-0,34;3,71;3,17;-0,2;-2,87;0,59;-0,83
7,12;2,27;2,09;-1,76;4,47;-1,49;9,6;3,85;-1,25;8,22;-3,01;-13,65;-4,2;-2,3;-5,6;-3,09;5,39;3,75;1,9;11,04;5,16;-2,79;-6,85;-9,24;2,61;-6,4;9,33;-13,26;9,61;-2,44;15,51;0,29;-4,96;-4,15;-1,32;4,69;0,3;0,87;-19,2;-13,45;4,61;2,14;-12,22;-0,9;-5,8;8,09;12,25;5,64;-1,16;12,13;0,8
13,85;-2,24;2,68;-0,33;-6,77;-9,85;16,54;-1,23;5,21;2,97;-13,36;-16,5;-4,67;-5,12;1,13;0,04;10,64;11,11;14,03;14,18;1,63;7,44;-7,26;-1,44;12,55;-8;-3,21;-16,35;-0,57;-2,24;-5,59;0,51;-5,82;2,04;-2,81;3,99;8,36;-7,3;4,8;-9,99;-2,05;5,01;10,18;-1,22;-3,28;10,12;-9,23;8,32;1,23;-0,51;1,44
-8,48;-0,85;2,33;2,1;2,57;-3,5;5,73;-3,48;2,75;0,89;5,05;-3,97;11,65;-4,65;-0,09;-0,02;6,45;-5,17;-1,2;2,63;4,59;-0,74;1,6;-9,73;-6,6;-9,76;2,67;12,02;-0,96;1,59;7,67;5,21;0,45;1,01;-2,31;0,84;5,95;-0,41;-5,3;-8,5;-3,37;5,01;-0,28;3,62;-0,72;9,59;-0,39;2,44;-1,69;2,84;1,56
7,88;-1,34;-1,53;-7,2;2,25;-1,65;17,16;1,12;12,85;1,36;-18,2;-21,02;-0,33;-4,46;-3,39;-6,19;1,68;5,76;11,56;19,01;-2,84;4,44;-3,44;-1,6;-2,28;-4,75;-1,51;-14,91;-0,07;6,55;2,38;5,49;2,99;-3,6;3,07;1,24;5,89;-11,95;5,99;0,28;3,03;-9,08;10,07;3,95;-0,3;4,4;-11,48;-0,06;-3,62;-4,47;-0,01
6,22;-0,75;4,06;-9,24;0,22;-5,38;26,31;-2,43;26,8;6,06;-19,45;-27,94;4,63;-18,79;0,86;0,25;6,96;8,41;22,75;23,1;8,69;2,79;-6,19;-9,59;0,68;-6,67;-5,41;-18,05;-1,25;-3,96;17,42;-2,8;-0,23;-3,29;2,12;8,83;13,7;-18,94;-4,26;-5,68;-1,29;3,06;15,91;3,69;0,86;10,93;-15,29;3,81;1,12;-2,84;2,79
3,21;-1,92;5,45;-1,83;-1,08;-4,47;4,25;-4,74;-2,96;12,55;0,07;-7,24;-0,85;-0,64;-1,21;3,89;2,27;1,75;2,24;4,75;5,07;-2,44;-0,11;-11,23;5,29;-7,25;3,18;-5,34;5,11;-3,38;23,76;-1,98;2,91;0,39;1,54;5,88;4,21;3,94;-12,56;-10,83;-4,39;8,9;2,93;-0,06;-1,43;10,99;-1,45;4,92;1,45;5,84;3,08
8,81;-2,99;1,87;-6,84;-0,43;-0,26;14,31;2,64;4,23;2,25;-18,26;-9,83;-5,79;-0,27;-2,74;-5,53;-1,84;6,68;13,81;16,19;5,96;-0,99;-1,2;-11,84;2,22;-2,3;-2,38;-13,61;-3;5,84;14,71;7,69;4,75;-0,98;3,44;2,59;4,99;-2,75;-1,24;0,7;2,8;-8,04;9,13;3,23;2,67;1,22;-10,6;-1,56;-3,35;-1,59;1,25
12,96;5,39;-2,22;-2,15;1,79;-5,2;12,04;-4,41;2,54;18,68;-15,54;-8,63;-1,42;-3,61;-2,41;5,15;13,3;9,43;15,07;14,39;6,43;5,86;-11,74;-2,94;6,91;-10,89;-1,31;-13,88;1,29;-10,57;2,17;-6,52;-16,36;0,55;-2,27;3,74;-1,41;-1,35;-4,34;-15,39;1,27;11;4,19;-7,69;-10,88;11,48;-2,47;10,77;3,3;3;1,2
7,38;0,93;4,01;4,9;-6,13;-3,49;6,52;4,56;-8,78;6,61;-10,64;1,83;-0,73;2,62;-0,26;-4,63;2,83;6,26;8,52;13,42;2,25;3,89;-8,66;-1,07;10,15;-5,69;-3,41;-3,18;4,1;-0,79;13,96;7,46;2,72;0,73;-0,41;4,1;1,75;2,88;-1,24;-9,14;0,24;-1,11;18,94;-2,13;-2,97;3,26;-16,33;1,18;-1;0,3;3,27
8,85;-1,64;2,93;-5,12;-4,85;4,07;16,55;0,54;-0,87;8,42;-20,1;-10,51;-4,32;-2,13;-4,09;-0,78;1,47;10,62;18,62;24,7;6,52;-5,37;-13,46;-9,75;-1,69;-12,59;3,13;-18,29;6,17;2,97;19,72;9,94;1,12;0,63;1,66;9,34;7,11;-5,63;-15,92;-10,09;-0,76;-1,49;-9,23;-4,43;-3,42;6,41;7,01;1,89;-2,75;7,23;0,82
11,24;15,16;-16,48;-3,97;1,16;-6,66;21,8;-1,5;9,58;7,76;-13,84;-22,52;-1,14;-6,81;-4,66;-3,45;-0,32;7,17;13,06;19,1;-4,81;0,09;-14,45;-1,75;0,32;-8,17;6,96;-20;-4,73;7,21;-7,26;5,99;-0,14;-1,52;1,06;-8,05;6,33;-7,53;0,94;-2,5;4,06;-2,28;-22,56;0;-2,37;2,96;29,35;0,4;-2,86;9,39;-1,02
1,96;-1,57;-0,87;4,93;3,14;-6,45;3,11;0,38;-2,82;-5,27;8,58;2,23;7,64;-0,43;2,03;-0,68;3,03;1,57;-4,86;-1,25;1,9;3,06;-4,5;-3,5;0,85;2,7;0,72;8,81;1,8;0,37;2,12;4,69;12,26;0,12;1,88;2,91;0,47;1,48;-3,03;-4,46;-1,19;-0,55;0,83;1,59;3,24;3,34;-2,23;-0,74;2,37;1,91;3,17
5,24;3,22;0,48;-0,2;0,29;-4,05;5,51;-11,09;-2,38;17,78;-1,44;-2,03;-1,25;0,59;-2;1,57;9,22;2,86;-0,91;6,44;4,52;3,33;-4,8;-3,35;2,4;-15,3;0,4;-4,4;0,31;-1,96;2,27;-4,17;-13,72;0,32;-5,11;4,28;0,47;0,92;-1,36;-10,62;1,3;14,18;2,76;0,6;-11,12;13,38;0,65;8,34;-1,04;-0,81;0,84
10,46;7,37;-4,96;-13,08;-1,55;-0,03;25,4;2,95;13,54;9,94;-17,06;-28,65;-0,16;-8,58;-2,64;-1,51;2,51;7,94;25,12;25,22;3,91;3,81;-13,53;-1,72;-9,76;-4,89;3,12;-28,07;-3,06;-0,31;-10,75;2,56;-0,64;-1,23;-1,25;0,28;13,26;-8,18;1,68;-12,53;0,32;2;-10,46;-0,65;-3,94;5,97;17,16;2,73;-1,35;4,74;0,09
3,17;1,24;4,88;0,23;-2,37;-4,28;11,33;-0,58;1,31;0,88;-5,08;-9,04;4,55;-0,66;-3,85;-1,39;-1,25;1,62;4,73;7,47;5,27;1,85;-3,68;-7,58;-0,56;-0,7;2,5;-5,57;3,11;8,28;14,3;5,13;7,34;0,03;3,04;4,99;6,4;-2,17;-7,85;1,34;1,04;-2,5;8,22;3,84;2,7;3,76;-7,36;0,12;-1,29;2,24;4,12
2,64;4,56;-5,74;-2,99;-0,54;-7,71;15,41;-1,54;14,63;-8,28;-10,59;-11,08;11,42;-7,39;-0,94;-2,08;0,35;5,37;15;12,14;-5,88;2,65;-2,89;-1,28;-3,68;1,72;4,22;-1,38;-0,18;11,05;-6,73;1,56;6,93;-0,91;6,39;-5,07;12,17;-11,41;-1,38;9,75;-0,95;-10,3;-11,93;10,34;8,54;5,08;13,07;-1,69;-1,78;7,56;3,45
-0,62;3,23;1,49;-0,24;0,27;-0,22;10,41;1,58;10,33;1,67;-4,25;-10,29;8,13;-10,01;-3,69;-6,66;0,92;1,31;8,67;8,71;8,87;4;-1,28;-4,32;-4,57;-4,97;1,27;-1,17;7,64;6,02;17,66;3,41;1,1;-4,3;5,3;7,01;8,21;-8,87;-13,71;3,41;3,9;-11,91;8,52;5,88;0,59;4,37;-8,8;-1,12;-4,06;5,78;4,05
-3,02;-1,04;5,49;10,51;2,66;-12,6;-3,2;-5,21;-4,27;11,76;7,55;-3,89;4,04;-0,98;1,06;-0,18;11,32;-4,35;-12,5;-5,97;5,31;-3,29;2,52;-7,53;13,53;-11,79;3,25;10,28;6,1;-6,24;20,5;-1,81;-7,9;0,55;-1,95;6,04;-2,41;0,82;-13,75;-12,28;-0,58;12,83;-0,26;2,52;-3,36;16,4;0,18;9,3;1,62;7,5;2,41
9,03;2,95;8,97;5,06;-2,1;-6,07;3,72;-0,98;-6,47;8,83;-4,03;8,66;0,1;4,51;-7,5;-1,54;1,3;5,39;0,81;4,51;6,73;-2,04;-0,85;-7,99;10,33;-13,06;1,4;6,16;8,54;7,81;32,44;6,55;-2,24;-3,53;2,78;9,33;0,45;3,42;-20,22;-0,24;6,67;-4,47;12,48;6,26;-3,6;7,26;-7,44;-3,57;-7,23;8,33;6,63
7,59;7,27;-3,3;3,07;0,57;-3,1;13,1;2,15;-0,28;3,23;1,32;-11,5;-0,74;-7,8;-5,53;0,7;4,42;0,18;2,22;12,4;-1,2;5,33;-12,84;0,47;4,97;-12,31;-2,41;-9,14;-3,84;0,2;-7,25;12,09;5,64;-0,82;-0,95;-1,46;2,5;2,88;5,8;-16,71;-3,66;-0,13;3,19;-3,75;-2,29;7,81;0,69;1,5;-2,78;-0,47;0,02
7,01;-2,46;4,93;-4,12;-1,51;-3,11;13,72;-0,55;10,29;8,45;-9,59;-12,51;4,46;-5,33;-0,18;0,14;4,62;5,39;9,89;12,91;-5,74;-2,83;-2,22;-8,22;-1,14;-10,14;7,4;-12,24;2,79;-1,43;9,86;2,9;-1,15;2,04;-1,01;1,89;8,98;-6,51;-4,2;-13,89;-2,7;6,26;-1,07;-4,18;-5,9;8,83;3,18;4,85;1,02;0,55;1,34
-4,71;-0,78;4,26;-8,16;-0,37;-0,43;6,98;-3,69;12,86;1,32;-2,91;-6,35;8,49;-5,49;0,07;-9,79;2,36;2,08;8,76;3,52;-0,76;1,8;8,76;-7,06;-7,89;-1,6;2,94;-1,34;2,69;3,97;10,61;-5,12;-2;-5,9;3,33;3,82;9,1;-6,74;-4,7;7,16;3,26;-8,49;3,54;9,04;1,73;5,9;-1,93;2,56;-2,8;1,91;1,93
8,6;-2,15;8,76;-3,82;-1,99;-0,97;13,6;-1,3;2,5;11,3;-13,57;-9,36;-3,37;-0,5;-5,76;3,02;2,58;2,59;8,27;16,59;10,9;-2,7;-6,94;-9,52;-0,67;-13,49;6,28;-14,53;7,89;3,31;21,79;7,82;3,76;-1,09;1,52;7,94;3,13;0,62;-20,85;-9,66;-2,2;2,18;1,37;-0,07;-2,92;8,57;-0,71;0,15;-2,68;7,75;2,65
4,13;3,53;-6,61;4,9;6,46;-3,06;6,1;-2,02;-4,87;9,06;3,42;-11,4;2;-10,1;-1;4,82;3,85;-2,43;-4,63;5,04;3,58;2,51;-11,97;-1,41;9,93;-8,23;-1,64;-0,16;-0,87;-4,06;2,16;4,75;4,73;1,07;0,95;2,6;-7,17;3,88;-2,2;-12,22;-3,94;7,64;0,08;-2,7;-1,92;7,91;-1,62;0,65;1,78;-0,3;0,15
6,8;4,52;0,46;-5,58;-0,89;-1,81;20,03;-4,42;15,22;8,23;-11,75;-13,5;3,38;-10,26;-3,8;-3,09;4,98;9,36;21,21;17,81;1,82;2,66;-8,7;-2,33;-2,43;-9,62;-0,63;-10,17;-6,39;4,72;-1,01;3,13;-1,95;0,18;-0,98;1,24;9,63;-11,1;3,8;-3,68;5,13;0,09;4,21;0,53;-5,87;6,04;-1,31;1,96;-0,69;0,3;1,95
15,27;-4,68;2,81;-7,97;-10,66;1,92;29,71;7,35;5,23;5,3;-31,07;-28,37;-0,44;-1,15;-6,59;4,2;-0,84;7,87;26,96;37,21;10,59;-7,71;-18,5;-7,21;-10,02;-0,99;1,23;-29,99;4,67;2,89;28,23;4,25;-0,5;0,1;0,54;9,63;18,83;-4,85;-17,8;-10,53;1,9;-2,4;-3,25;-4,39;-2,5;2,01;-0,33;1,3;-0,64;9,4;1,73
-3,23;-0,27;1,33;-4,42;1,7;-2,77;12,31;-3,74;10,95;7,62;-4,02;-13,92;3,56;-12,41;-5,83;4,48;9,62;1,89;8,52;11,07;-2,42;3,07;0,26;-7,35;3,26;-15,86;4,46;-3,35;8,08;-1;8,49;5,3;-2,04;-1,03;-1,52;2,15;5,14;-7,32;-9,44;-14,98;-1,51;5,3;-5,01;-5,49;-4,34;11,8;5,19;6,09;0,35;7,83;0,91
-3,39;3,23;-0,19;3,36;-3,95;-0,87;5,57;-0,32;9,27;6,17;-6,43;-6,7;7,63;-2,74;-2,91;-4,95;2,6;-0,95;4,3;6,4;1,64;-0,9;8,5;-1,64;-2,83;-7,9;3,94;1;-0,9;6,76;6,01;2,29;-0,13;1,67;-2,84;2,09;10,78;-9,5;-2,81;-5,85;1,81;-1,16;0,8;3,93;-4,76;6;0,17;1,77;-1,4;1,63;1,94
2,56;5,18;-0,65;-5,86;2,93;-3,48;10,46;-3,92;8,99;9,48;-10,19;-10,98;2,39;-0,68;-1,07;-3,71;9,16;3,32;9,65;7,65;7,38;0,16;-0,61;-1,56;-6,43;-4,7;-1,66;-7,92;-0,07;1,54;9,46;-5,36;-8,41;-0,43;-4,31;2,86;4,67;-5,97;-5,48;-6,34;6,45;2,87;5,88;2,78;-7,94;7,5;-1,74;6,47;1,26;3,8;1,44
11,71;4,66;-1,17;-10,76;-0,64;0,27;22,4;-7,77;4,39;20,57;-17,5;-14,69;2,23;-7,2;-2,65;3,15;12,96;10,97;19,79;28,9;10,1;0,31;-15,53;0,12;-3,54;-11,51;0;-19,03;4,53;-5,5;12,27;-8,23;-14,82;-2,44;-4,12;6,78;7,11;-3,37;-12,57;-11,87;7,1;13,33;1,82;3,77;-14,24;14,53;-2,72;5,43;2,03;7,05;2,42
4,93;-0,04;4,12;1,54;-5,6;-10,74;6,95;-7,95;-0,77;12,4;-14,67;-4,93;2,2;3,7;-3,67;-6,76;4,37;5,8;4,25;10,18;6,04;-0,99;9,86;-5,98;6,69;-13,58;7,51;-1,41;9,13;2,19;13,45;2,07;-2,79;-6,7;4,46;5,53;8,16;-8,54;-19,86;3,75;6,9;-1,75;-9,13;8,26;-0,04;9,86;7,84;-0,44;-2,84;11,93;3,36
10,57;-0,41;-2,14;-6,51;-1,46;-4,34;15,58;0,91;4,13;7,08;-21,84;-12,79;-5,24;-5;2,15;-3,44;4,06;6,33;12,59;20,01;6,27;-4,93;-7,87;-11,14;12,13;-4,7;2,49;-13,65;0,69;1,51;22,13;-5,18;-3,53;-0,83;4,13;4,96;-0,99;-6,51;-11,96;-0,36;1,66;0,07;-6,12;5,58;0,19;8,48;5,54;2,09;-0,26;7,03;2,12
0,72;1,87;-3,72;-8,91;1,37;2,72;25,07;-3,1;11,66;6,53;-16,9;-27,61;4,57;-19,82;-2,5;-7,92;1,58;-2,62;20,17;29;3,17;1,46;-20,72;1,53;-2,49;0,59;-2,5;-20,25;-2,92;7,56;-1,97;-2,32;1,46;-1,47;1,57;-1,35;3,76;-0,15;1,24;3,04;7,56;-3,73;0,05;5,79;0,17;5,32;1,31;5,06;-0,59;3,26;0,83
1,46;1,52;4,14;0,33;2,78;-4,56;10,61;-2,22;6,39;4,13;-4,41;-15,41;3,15;-8,98;-1,63;-1,71;0,42;0,97;2,94;5,34;8,49;-3,39;-2,87;-9,25;1,23;-4,75;3,61;-6,12;5,27;5,07;25,5;8,02;3,68;1,44;-3,88;7,17;2,21;-6,5;-17,45;-8,29;2,31;2,75;2,52;4,18;-3,84;5,77;-5,44;-0,04;-2,53;6,12;1,49
2,14;2,25;0,55;-5,6;-3;3,3;15,09;2,48;10,85;4,51;-14,72;-11,43;7,23;-5,43;-6,5;3,82;0,7;4,71;17,19;19,12;1,17;6,77;-4,1;-5,22;-9,49;-4,4;0,99;-8,87;0,49;6,17;0,11;5,58;2,53;-1;4,18;0,43;11,39;-6,63;4,04;-3,67;8,5;-2,36;10,43;-3,35;2,83;4,07;-10,83;0,2;0,88;-1,6;3,94
12,85;-2,9;0,75;-15,23;-0,19;2,38;34,54;-3,24;13,98;9,28;-28,39;-32,07;-2,24;-16,79;-2,63;-1,72;8,5;12,2;31,88;35,56;10,88;1,75;-20,63;-15,55;-3,69;-11,41;3,61;-31,5;7,13;-1,84;16,94;2,97;-5,52;0,42;-2,6;6,74;9,71;-9,58;-13,72;-9,85;1,3;3,8;-6,1;-2,43;-5,95;8,99;0,39;6,56;-0,1;5,41;-0,1
-1,35;0,52;1,68;3,25;2,51;-4,33;7,2;-6,01;-3,71;22,14;2,75;-8,55;6,85;-3,75;-4,94;8,34;10,45;0,6;1,12;5,03;4,19;-0,87;-3,41;-7,64;-0,71;-17,73;2,9;2,72;5,61;-4,12;14,1;-6,5;-18,83;-1,5;-1,98;6,9;3,95;0,84;-14,24;-12,1;5,19;10,39;-4,68;-0,93;-13,22;12,74;2,47;3,1;-0,42;6,42;0,78
-3,69;5,72;-0,71;4,89;-0,69;-6,06;5,8;-3,78;-2,47;8,85;1,27;-1,66;8,4;-0,96;-2,34;-2,94;1,18;0,48;-2,25;6,73;9,33;4,31;-1,02;-0,92;-0,42;-8,13;-4,18;9,26;-0,52;-0,84;5;-10,19;-5,51;-4,75;6,88;7,99;7,37;-1,39;-3,46;-3,52;-5,09;1,05;9,83;4,19;1,58;13,71;-7,88;9,58;-2,73;0,84;3,86
1,6;3,1;-0,73;1,79;-1,98;-2,63;13,23;-2,3;4,26;4,53;-8,8;-11,7;2,55;-1,58;-5,77;-3,06;-0,84;0,24;2,32;12,88;4,08;1,14;-1,3;-3,2;-3,01;0,61;-0,93;-8,84;-1,32;9,04;3,26;-2,34;-1,86;-1,16;1,24;0,84;8,2;-5,4;-0,14;3,64;7,42;-2,65;3,63;4,9;-3,68;3,16;1,78;1,49;-1,08;0,65;1,57
11,08;5,12;-4,06;2,59;-3,3;-9,48;13,54;0,21;-10,79;0,32;-4,93;-10,88;-5,22;3,1;-1,61;-3,55;1,88;3,04;6,36;13,15;2,56;4,29;-13,58;-2,03;12,29;1,7;-0,11;-12,71;-4,48;5,38;-7,05;-1,14;-2,64;-0,88;5,76;-2,21;3,82;10,16;1,97;3,64;1,03;-6,44;-1,32;1,67;3,38;4,39;2,59;6,7;-2,79;2,42;1,53
0,53;6,36;1,21;7,17;-0,26;-4,27;-1,13;-6,8;-2,34;19,72;3,42;0,47;5,73;3,43;-5,43;-3,32;6,98;1,24;-5,38;-0,93;9,2;5,76;3,77;-6,59;0,54;-12,94;-0,35;5,21;4,43;0,94;11,99;-10,62;-10,8;-4;1,83;9,37;5,78;-3,2;-9,12;-6,17;4,09;3,25;10,32;6,35;-8,42;13,77;-3,44;6,58;-2,26;3,37;3,7
12,32;1,26;2,77;-1,47;-7,68;-4,93;19,57;1,65;-2,22;5,3;-16,94;-13,92;-1,82;-5,53;-0,85;-1,4;1,6;4,89;17,11;23,82;-0,91;4,86;-16,9;-2,08;10,74;-2,85;-1,79;-11,19;-2,18;2,3;-0,2;0,43;-2,39;0,68;2,21;1,84;3,98;3,23;3,23;-2,31;2,75;-4,89;9,31;-0,92;-1,12;4,13;-8,47;1,51;0,18;0,23;1,97
4,53;-0,41;9,72;-3,43;-4,21;-0,76;6,57;-6,53;6,25;15,79;-18,88;1,12;3,87;6;1,14;-4,29;5,99;9,75;14,19;10,84;8,19;-4,67;6,04;-9,9;-4,74;-9,52;4,97;-0,61;8,99;-5,59;27,09;-5,03;-6,75;-0,98;1,05;9;9,71;-10,85;-22,49;-6,14;-1,19;9,88;0,49;6,41;-1,23;15,14;1,39;9,35;-1,55;11,98;6,14
12,56;1,89;0,08;-6,19;-4,49;1,71;28,24;0,66;8,17;12,26;-24,16;-20,65;0,92;-10,04;-5,66;4,93;3,57;10,08;26,95;33,13;2,9;6,03;-19,81;-2,2;-0,88;-4,58;-0,9;-20,36;-2,5;-3,71;-2,03;2,47;-1,9;2,06;-0,07;0,77;11,02;-6,36;4,51;-14,2;0,55;7,66;9,9;-8,66;-3,89;5,51;-9,38;7,18;2,53;-0,99;2,27
3,64;5,13;-0,39;-6,49;1,97;1,12;10,11;7,43;13,51;-5,73;-8,11;-8,26;0,71;-4,72;-2,95;-3,01;3,7;3,62;11,91;6,53;11,98;-2,69;-1,6;-9,44;-5,74;-5,56;3,68;-11,08;7,57;2,66;19,45;14,15;4,16;3,85;-2,7;6,24;4,89;-3,34;-22,72;-11,48;-1,99;-2,86;-9,46;-4,84;2,24;3,07;12,43;4,62;-2,21;11,92;2,99
7,83;-0,32;0,99;-2,14;0,4;-3,86;12,09;-7,74;-1,28;6,18;-22,03;-12,6;-4,93;-3,08;4,93;-0,55;8,22;5,6;10,11;20,63;5,4;1,48;-7,11;-3,8;11,25;-6,62;1,75;-11,17;1,29;-2,09;5,75;-4,66;0,65;-0,34;-1,37;4,79;-2,49;-3,04;-3,32;-2,97;-2,17;8,17;4,02;10,38;-4,75;11,93;-2,14;-0,39;1,98;1,56;1,72
5,58;3,55;-0,31;1,96;-2,24;-8,42;13,33;-1,97;6,04;-2,09;-10,8;-10,63;3,9;-7,02;0,97;-3,99;1,98;4,79;11,65;13,46;0,98;-1,59;-6,76;-2,84;5,95;3,93;1,07;-6,02;-1,76;6,85;10,7;-4,39;0;0,29;1,11;2,6;5,01;-5,82;-0,75;8,34;4,03;-1,2;2,36;11,09;3,39;5,71;3,3;2,07;-1,34;1,86;4,67
-2,36;2,18;1,05;-4,92;3,61;0,9;13,47;-4,32;8,29;13,94;-6,16;-13,57;6,91;-8,71;-1,39;-2,47;9,33;0,51;7,27;13,38;1,67;3,99;-3;-0,03;-5,68;-16,59;-7,5;-1,59;-4,4;-1,67;-3,72;-0,22;-3,31;-3,86;0,3;3,19;5,66;-6,12;5,12;-7,15;4,84;3,9;6,47;5,94;-8,1;13,49;-0,21;-0,04;-0,32;-1,72;0,82
2,18;5,37;0,83;2,18;4,12;-9,16;2,66;-1,34;-0,07;9,96;4,13;4,39;-0,72;-1,46;-5,87;4,28;4,55;3,15;0,33;0,74;3,9;2,82;-1,83;-4,19;13,55;-11,98;-1,27;5,87;0,08;1,84;8,3;4,17;-6,55;-0,08;-0,88;3,86;-1,3;3,8;-1,77;-11,5;2,61;2,87;12,38;-4,09;-7,1;7,37;-10,42;2,9;-1,58;-1,55;2,87
6,22;0,44;3,52;-0,92;1,58;-5,29;7,59;5,43;-2,49;8,03;-6,29;-9,39;-2,71;-2,76;-0,89;-4,13;3,84;3,38;4,21;9,5;3,39;2,48;-4,87;-3,48;7,96;-2,2;2,88;-7,25;7,16;-4,63;14,22;3,1;-3,58;-0,59;0,36;5,62;-1,05;1,77;-10,07;-9,84;3,67;1,49;6,45;-4,28;-3,81;3,13;-5,33;4,76;0,3;5,74;2,29
